css_service_id,attribute_name,attribute_value
SAS00773,Technology Type,Copper
CSSS00774,Asset ID,SAS00774
CSSS00774,Access Line ID,AL000774
CSSS00774,Circuit ID,CIR000774
CSSS00774,Technology Type,FTTP
SAS00775,Asset ID,SAS00775
SAS00775,Access Line ID,AL000775
SAS00775,Circuit ID,CIR000775
SAS00775,Technology Type,Copper
SAS00776,Asset ID,SAS00776
SAS00776,Access Line ID,AL000776
SAS00776,Circuit ID,CIR000776
SAS00776,Technology Type,FTTP
SAS00777,Asset ID,SAS00777
SAS00777,Access Line ID,AL000777
SAS00777,Circuit ID,CIR000777
SAS00777,Technology Type,FTTP
SAS00778,Asset ID,SAS00778
SAS00778,Access Line ID,AL000778
SAS00778,Circuit ID,CIR000778
SAS00778,Technology Type,Copper
SAS00779,Asset ID,SAS00779
SAS00779,Access Line ID,AL000779
SAS00779,Circuit ID,CIR000779
SAS00779,Technology Type,Copper
CSSS00780,Asset ID,SAS00780
CSSS00780,Access Line ID,AL000780
CSSS00780,Circuit ID,CIR000780
CSSS00780,Technology Type,FTTC
CSSS00781,Asset ID,SAS00781
CSSS00781,Access Line ID,AL000781
CSSS00781,Circuit ID,CIR000781
CSSS00781,Technology Type,FTTC
SAS00782,Asset ID,SAS00782
SAS00782,Access Line ID,AL000782
SAS00782,Circuit ID,CIR000782
SAS00782,Technology Type,FTTC
SAS00783,Asset ID,SAS00783
SAS00783,Access Line ID,AL000783
SAS00783,Circuit ID,CIR000783
SAS00783,Technology Type,Copper
SAS00784,Asset ID,SAS00784
SAS00784,Access Line ID,AL000784
SAS00784,Circuit ID,CIR000784
SAS00784,Technology Type,Copper
SAS00785,Asset ID,SAS00785
SAS00785,Access Line ID,AL000785
SAS00785,Circuit ID,CIR000785
SAS00785,Technology Type,FTTP
SAS00786,Asset ID,SAS00786
SAS00786,Access Line ID,AL000786
SAS00786,Circuit ID,CIR000786
SAS00786,Technology Type,FTTP
SAS00787,Asset ID,SAS00787
SAS00787,Access Line ID,AL000787
SAS00787,Circuit ID,CIR000787
SAS00787,Technology Type,FTTC
SAS00788,Asset ID,SAS00788
SAS00788,Access Line ID,AL000788
SAS00788,Circuit ID,CIR000788
SAS00788,Technology Type,FTTC
SAS00789,Asset ID,SAS00789
SAS00789,Access Line ID,AL000789
SAS00789,Circuit ID,CIR000789
SAS00789,Technology Type,FTTP
CSSS00790,Asset ID,SAS00790
CSSS00790,Access Line ID,AL000790
CSSS00790,Circuit ID,CIR000790
CSSS00790,Technology Type,Copper
SAS00791,Asset ID,SAS00791
SAS00791,Access Line ID,AL000791
SAS00791,Circuit ID,CIR000791
SAS00791,Technology Type,Copper
SAS00792,Asset ID,SAS00792
SAS00792,Access Line ID,AL000792
SAS00792,Circuit ID,CIR000792
SAS00792,Technology Type,FTTC
SAS00793,Asset ID,SAS00793
SAS00793,Access Line ID,AL000793
SAS00793,Circuit ID,CIR000793
SAS00793,Technology Type,FTTP
SAS00794,Asset ID,SAS00794
SAS00794,Access Line ID,AL000794
SAS00794,Circuit ID,CIR000794
SAS00794,Technology Type,FTTC
SAS00795,Asset ID,SAS00795
SAS00795,Access Line ID,AL000795
SAS00795,Circuit ID,CIR000795
SAS00795,Technology Type,Copper
CSSS00796,Asset ID,SAS00796
CSSS00796,Access Line ID,AL000796
CSSS00796,Circuit ID,CIR000796
CSSS00796,Technology Type,Copper
SAS00797,Asset ID,SAS00797
SAS00797,Access Line ID,AL000797
SAS00797,Circuit ID,CIR000797
SAS00797,Technology Type,FTTP
SAS00798,Asset ID,SAS00798
SAS00798,Access Line ID,AL000798
SAS00798,Circuit ID,CIR000798
SAS00798,Technology Type,FTTP
SAS00799,Asset ID,SAS00799
SAS00799,Access Line ID,AL000799
SAS00799,Circuit ID,CIR000799
SAS00799,Technology Type,Copper
SAS00800,Asset ID,SAS00800
SAS00800,Access Line ID,AL000800
SAS00800,Circuit ID,CIR000800
SAS00800,Technology Type,FTTP
SAS00801,Asset ID,SAS00801
SAS00801,Access Line ID,AL000801
SAS00801,Circuit ID,CIR000801
SAS00801,Technology Type,FTTC
SAS00802,Asset ID,SAS00802
SAS00802,Access Line ID,AL000802
SAS00802,Circuit ID,CIR000802
SAS00802,Technology Type,FTTC
SAS00803,Asset ID,SAS00803
SAS00803,Access Line ID,AL000803
SAS00803,Circuit ID,CIR000803
SAS00803,Technology Type,Copper
CSSS00804,Asset ID,SAS00804
CSSS00804,Access Line ID,AL000804
CSSS00804,Circuit ID,CIR000804
CSSS00804,Technology Type,FTTC
SAS00805,Asset ID,SAS00805
SAS00805,Access Line ID,AL000805
SAS00805,Circuit ID,CIR000805
SAS00805,Technology Type,Copper
SAS00806,Asset ID,SAS00806
SAS00806,Access Line ID,AL000806
SAS00806,Circuit ID,CIR000806
SAS00806,Technology Type,FTTC
SAS00807,Asset ID,SAS00807
SAS00807,Access Line ID,AL000807
SAS00807,Circuit ID,CIR000807
SAS00807,Technology Type,FTTC
SAS00808,Asset ID,SAS00808
SAS00808,Access Line ID,AL000808
SAS00808,Circuit ID,CIR000808
SAS00808,Technology Type,Copper
SAS00809,Asset ID,SAS00809
SAS00809,Access Line ID,AL000809
SAS00809,Circuit ID,CIR000809
SAS00809,Technology Type,Copper
CSSS00810,Asset ID,SAS00810
CSSS00810,Access Line ID,AL000810
CSSS00810,Circuit ID,CIR000810
CSSS00810,Technology Type,FTTC
SAS00811,Asset ID,SAS00811
SAS00811,Access Line ID,AL000811
SAS00811,Circuit ID,CIR000811
SAS00811,Technology Type,FTTC
SAS00812,Asset ID,SAS00812
SAS00812,Access Line ID,AL000812
SAS00812,Circuit ID,CIR000812
SAS00812,Technology Type,Copper
SAS00813,Asset ID,SAS00813
SAS00813,Access Line ID,AL000813
SAS00813,Circuit ID,CIR000813
SAS00813,Technology Type,FTTP
SAS00814,Asset ID,SAS00814
SAS00814,Access Line ID,AL000814
SAS00814,Circuit ID,CIR000814
SAS00814,Technology Type,Copper
SAS00815,Asset ID,SAS00815
SAS00815,Access Line ID,AL000815
SAS00815,Circuit ID,CIR000815
SAS00815,Technology Type,FTTC
CSSS00816,Asset ID,SAS00816
CSSS00816,Access Line ID,AL000816
CSSS00816,Circuit ID,CIR000816
CSSS00816,Technology Type,FTTC
SAS00817,Asset ID,SAS00817
SAS00817,Access Line ID,AL000817
SAS00817,Circuit ID,CIR000817
SAS00817,Technology Type,FTTP
SAS00818,Asset ID,SAS00818
SAS00818,Access Line ID,AL000818
SAS00818,Circuit ID,CIR000818
SAS00818,Technology Type,Copper
SAS00819,Asset ID,SAS00819
SAS00819,Access Line ID,AL000819
SAS00819,Circuit ID,CIR000819
SAS00819,Technology Type,FTTC
SAS00820,Asset ID,SAS00820
SAS00820,Access Line ID,AL000820
SAS00820,Circuit ID,CIR000820
SAS00820,Technology Type,Copper
SAS00821,Asset ID,SAS00821
SAS00821,Access Line ID,AL000821
SAS00821,Circuit ID,CIR000821
SAS00821,Technology Type,Copper
SAS00822,Asset ID,SAS00822
SAS00822,Access Line ID,AL000822
SAS00822,Circuit ID,CIR000822
SAS00822,Technology Type,FTTC
SAS00823,Asset ID,SAS00823
SAS00823,Access Line ID,AL000823
SAS00823,Circuit ID,CIR000823
SAS00823,Technology Type,FTTP
SAS00824,Asset ID,SAS00824
SAS00824,Access Line ID,AL000824
SAS00824,Circuit ID,CIR000824
SAS00824,Technology Type,FTTC
SAS00825,Asset ID,SAS00825
SAS00825,Access Line ID,AL000825
SAS00825,Circuit ID,CIR000825
SAS00825,Technology Type,Copper
SAS00826,Asset ID,SAS00826
SAS00826,Access Line ID,AL000826
SAS00826,Circuit ID,CIR000826
SAS00826,Technology Type,Copper
SAS00827,Asset ID,SAS00827
SAS00827,Access Line ID,AL000827
SAS00827,Circuit ID,CIR000827
SAS00827,Technology Type,FTTC
SAS00828,Asset ID,SAS00828
SAS00828,Access Line ID,AL000828
SAS00828,Circuit ID,CIR000828
SAS00828,Technology Type,Copper
SAS00829,Asset ID,SAS00829
SAS00829,Access Line ID,AL000829
SAS00829,Circuit ID,CIR000829
SAS00829,Technology Type,FTTP
SAS00830,Asset ID,SAS00830
SAS00830,Access Line ID,AL000830
SAS00830,Circuit ID,CIR000830
SAS00830,Technology Type,FTTC
SAS00831,Asset ID,SAS00831
SAS00831,Access Line ID,AL000831
SAS00831,Circuit ID,CIR000831
SAS00831,Technology Type,Copper
SAS00832,Asset ID,SAS00832
SAS00832,Access Line ID,AL000832
SAS00832,Circuit ID,CIR000832
SAS00832,Technology Type,FTTC
SAS00833,Asset ID,SAS00833
SAS00833,Access Line ID,AL000833
SAS00833,Circuit ID,CIR000833
SAS00833,Technology Type,FTTC
SAS00834,Asset ID,SAS00834
SAS00834,Access Line ID,AL000834
SAS00834,Circuit ID,CIR000834
SAS00834,Technology Type,FTTC
SAS00835,Asset ID,SAS00835
SAS00835,Access Line ID,AL000835
SAS00835,Circuit ID,CIR000835
SAS00835,Technology Type,FTTC
CSSS00836,Asset ID,SAS00836
CSSS00836,Access Line ID,AL000836
CSSS00836,Circuit ID,CIR000836
CSSS00836,Technology Type,FTTC
SAS00837,Asset ID,SAS00837
SAS00837,Access Line ID,AL000837
SAS00837,Circuit ID,CIR000837
SAS00837,Technology Type,FTTP
SAS00838,Asset ID,SAS00838
SAS00838,Access Line ID,AL000838
SAS00838,Circuit ID,CIR000838
SAS00838,Technology Type,FTTP
CSSS00839,Asset ID,SAS00839
CSSS00839,Access Line ID,AL000839
CSSS00839,Circuit ID,CIR000839
CSSS00839,Technology Type,FTTP
SAS00840,Asset ID,SAS00840
SAS00840,Access Line ID,AL000840
SAS00840,Circuit ID,CIR000840
SAS00840,Technology Type,FTTC
SAS00841,Asset ID,SAS00841
SAS00841,Access Line ID,AL000841
SAS00841,Circuit ID,CIR000841
SAS00841,Technology Type,FTTP
CSSS00842,Asset ID,SAS00842
CSSS00842,Access Line ID,AL000842
CSSS00842,Circuit ID,CIR000842
CSSS00842,Technology Type,FTTC
CSSS00843,Asset ID,SAS00843
CSSS00843,Access Line ID,AL000843
CSSS00843,Circuit ID,CIR000843
CSSS00843,Technology Type,Copper
SAS00844,Asset ID,SAS00844
SAS00844,Access Line ID,AL000844
SAS00844,Circuit ID,CIR000844
SAS00844,Technology Type,FTTP
CSSS00845,Asset ID,SAS00845
CSSS00845,Access Line ID,AL000845
CSSS00845,Circuit ID,CIR000845
CSSS00845,Technology Type,FTTP
SAS00846,Asset ID,SAS00846
SAS00846,Access Line ID,AL000846
SAS00846,Circuit ID,CIR000846
SAS00846,Technology Type,FTTC
SAS00847,Asset ID,SAS00847
SAS00847,Access Line ID,AL000847
SAS00847,Circuit ID,CIR000847
SAS00847,Technology Type,FTTP
SAS00848,Asset ID,SAS00848
SAS00848,Access Line ID,AL000848
SAS00848,Circuit ID,CIR000848
SAS00848,Technology Type,FTTP
SAS00849,Asset ID,SAS00849
SAS00849,Access Line ID,AL000849
SAS00849,Circuit ID,CIR000849
SAS00849,Technology Type,FTTP
SAS00850,Asset ID,SAS00850
SAS00850,Access Line ID,AL000850
SAS00850,Circuit ID,CIR000850
SAS00850,Technology Type,FTTP
SAS00851,Asset ID,SAS00851
SAS00851,Access Line ID,AL000851
SAS00851,Circuit ID,CIR000851
SAS00851,Technology Type,Copper
SAS00852,Asset ID,SAS00852
SAS00852,Access Line ID,AL000852
SAS00852,Circuit ID,CIR000852
SAS00852,Technology Type,FTTP
SAS00853,Asset ID,SAS00853
SAS00853,Access Line ID,AL000853
SAS00853,Circuit ID,CIR000853
SAS00853,Technology Type,FTTC
SAS00854,Asset ID,SAS00854
SAS00854,Access Line ID,AL000854
SAS00854,Circuit ID,CIR000854
SAS00854,Technology Type,FTTP
SAS00855,Asset ID,SAS00855
SAS00855,Access Line ID,AL000855
SAS00855,Circuit ID,CIR000855
SAS00855,Technology Type,Copper
SAS00856,Asset ID,SAS00856
SAS00856,Access Line ID,AL000856
SAS00856,Circuit ID,CIR000856
SAS00856,Technology Type,FTTP
SAS00857,Asset ID,SAS00857
SAS00857,Access Line ID,AL000857
SAS00857,Circuit ID,CIR000857
SAS00857,Technology Type,Copper
SAS00858,Asset ID,SAS00858
SAS00858,Access Line ID,AL000858
SAS00858,Circuit ID,CIR000858
SAS00858,Technology Type,Copper
SAS00859,Asset ID,SAS00859
SAS00859,Access Line ID,AL000859
SAS00859,Circuit ID,CIR000859
SAS00859,Technology Type,FTTP
SAS00860,Asset ID,SAS00860
SAS00860,Access Line ID,AL000860
SAS00860,Circuit ID,CIR000860
SAS00860,Technology Type,Copper
CSSS00861,Asset ID,SAS00861
CSSS00861,Access Line ID,AL000861
CSSS00861,Circuit ID,CIR000861
CSSS00861,Technology Type,FTTP
SAS00862,Asset ID,SAS00862
SAS00862,Access Line ID,AL000862
SAS00862,Circuit ID,CIR000862
SAS00862,Technology Type,FTTC
SAS00863,Asset ID,SAS00863
SAS00863,Access Line ID,AL000863
SAS00863,Circuit ID,CIR000863
SAS00863,Technology Type,FTTC
SAS00864,Asset ID,SAS00864
SAS00864,Access Line ID,AL000864
SAS00864,Circuit ID,CIR000864
SAS00864,Technology Type,FTTC
SAS00865,Asset ID,SAS00865
SAS00865,Access Line ID,AL000865
SAS00865,Circuit ID,CIR000865
SAS00865,Technology Type,Copper
SAS00866,Asset ID,SAS00866
SAS00866,Access Line ID,AL000866
SAS00866,Circuit ID,CIR000866
SAS00866,Technology Type,FTTP
SAS00867,Asset ID,SAS00867
SAS00867,Access Line ID,AL000867
SAS00867,Circuit ID,CIR000867
SAS00867,Technology Type,FTTC
SAS00868,Asset ID,SAS00868
SAS00868,Access Line ID,AL000868
SAS00868,Circuit ID,CIR000868
SAS00868,Technology Type,Copper
SAS00869,Asset ID,SAS00869
SAS00869,Access Line ID,AL000869
SAS00869,Circuit ID,CIR000869
SAS00869,Technology Type,Copper
CSSS00870,Asset ID,SAS00870
CSSS00870,Access Line ID,AL000870
CSSS00870,Circuit ID,CIR000870
CSSS00870,Technology Type,FTTP
SAS00871,Asset ID,SAS00871
SAS00871,Access Line ID,AL000871
SAS00871,Circuit ID,CIR000871
SAS00871,Technology Type,FTTP
SAS00872,Asset ID,SAS00872
SAS00872,Access Line ID,AL000872
SAS00872,Circuit ID,CIR000872
SAS00872,Technology Type,FTTP
SAS00873,Asset ID,SAS00873
SAS00873,Access Line ID,AL000873
SAS00873,Circuit ID,CIR000873
SAS00873,Technology Type,FTTC
SAS00874,Asset ID,SAS00874
SAS00874,Access Line ID,AL000874
SAS00874,Circuit ID,CIR000874
SAS00874,Technology Type,FTTC
CSSS00875,Asset ID,SAS00875
CSSS00875,Access Line ID,AL000875
CSSS00875,Circuit ID,CIR000875
CSSS00875,Technology Type,FTTC
SAS00876,Asset ID,SAS00876
SAS00876,Access Line ID,AL000876
SAS00876,Circuit ID,CIR000876
SAS00876,Technology Type,FTTP
SAS00877,Asset ID,SAS00877
SAS00877,Access Line ID,AL000877
SAS00877,Circuit ID,CIR000877
SAS00877,Technology Type,FTTC
SAS00878,Asset ID,SAS00878
SAS00878,Access Line ID,AL000878
SAS00878,Circuit ID,CIR000878
SAS00878,Technology Type,FTTP
SAS00879,Asset ID,SAS00879
SAS00879,Access Line ID,AL000879
SAS00879,Circuit ID,CIR000879
SAS00879,Technology Type,FTTP
SAS00880,Asset ID,SAS00880
SAS00880,Access Line ID,AL000880
SAS00880,Circuit ID,CIR000880
SAS00880,Technology Type,Copper
SAS00881,Asset ID,SAS00881
SAS00881,Access Line ID,AL000881
SAS00881,Circuit ID,CIR000881
SAS00881,Technology Type,Copper
SAS00882,Asset ID,SAS00882
SAS00882,Access Line ID,AL000882
SAS00882,Circuit ID,CIR000882
SAS00882,Technology Type,FTTP
SAS00883,Asset ID,SAS00883
SAS00883,Access Line ID,AL000883
SAS00883,Circuit ID,CIR000883
SAS00883,Technology Type,Copper
SAS00884,Asset ID,SAS00884
SAS00884,Access Line ID,AL000884
SAS00884,Circuit ID,CIR000884
SAS00884,Technology Type,Copper
SAS00885,Asset ID,SAS00885
SAS00885,Access Line ID,AL000885
SAS00885,Circuit ID,CIR000885
SAS00885,Technology Type,FTTP
SAS00886,Asset ID,SAS00886
SAS00886,Access Line ID,AL000886
SAS00886,Circuit ID,CIR000886
SAS00886,Technology Type,FTTC
SAS00887,Asset ID,SAS00887
SAS00887,Access Line ID,AL000887
SAS00887,Circuit ID,CIR000887
SAS00887,Technology Type,FTTC
SAS00888,Asset ID,SAS00888
SAS00888,Access Line ID,AL000888
SAS00888,Circuit ID,CIR000888
SAS00888,Technology Type,Copper
SAS00889,Asset ID,SAS00889
SAS00889,Access Line ID,AL000889
SAS00889,Circuit ID,CIR000889
SAS00889,Technology Type,FTTC
SAS00890,Asset ID,SAS00890
SAS00890,Access Line ID,AL000890
SAS00890,Circuit ID,CIR000890
SAS00890,Technology Type,Copper
SAS00891,Asset ID,SAS00891
SAS00891,Access Line ID,AL000891
SAS00891,Circuit ID,CIR000891
SAS00891,Technology Type,Copper
SAS00892,Asset ID,SAS00892
SAS00892,Access Line ID,AL000892
SAS00892,Circuit ID,CIR000892
SAS00892,Technology Type,FTTC
SAS00893,Asset ID,SAS00893
SAS00893,Access Line ID,AL000893
SAS00893,Circuit ID,CIR000893
SAS00893,Technology Type,FTTP
SAS00894,Asset ID,SAS00894
SAS00894,Access Line ID,AL000894
SAS00894,Circuit ID,CIR000894
SAS00894,Technology Type,FTTP
SAS00895,Asset ID,SAS00895
SAS00895,Access Line ID,AL000895
SAS00895,Circuit ID,CIR000895
SAS00895,Technology Type,Copper
SAS00896,Asset ID,SAS00896
SAS00896,Access Line ID,AL000896
SAS00896,Circuit ID,CIR000896
SAS00896,Technology Type,FTTC
SAS00897,Asset ID,SAS00897
SAS00897,Access Line ID,AL000897
SAS00897,Circuit ID,CIR000897
SAS00897,Technology Type,Copper
CSSS00898,Asset ID,SAS00898
CSSS00898,Access Line ID,AL000898
CSSS00898,Circuit ID,CIR000898
CSSS00898,Technology Type,Copper
SAS00899,Asset ID,SAS00899
SAS00899,Access Line ID,AL000899
SAS00899,Circuit ID,CIR000899
SAS00899,Technology Type,FTTC
SAS00900,Asset ID,SAS00900
SAS00900,Access Line ID,AL000900
SAS00900,Circuit ID,CIR000900
SAS00900,Technology Type,FTTP
SAS00901,Asset ID,SAS00901
SAS00901,Access Line ID,AL000901
SAS00901,Circuit ID,CIR000901
SAS00901,Technology Type,Copper
CSSS00902,Asset ID,SAS00902
CSSS00902,Access Line ID,AL000902
CSSS00902,Circuit ID,CIR000902
CSSS00902,Technology Type,FTTP
SAS00903,Asset ID,SAS00903
SAS00903,Access Line ID,AL000903
SAS00903,Circuit ID,CIR000903
SAS00903,Technology Type,FTTP
SAS00904,Asset ID,SAS00904
SAS00904,Access Line ID,AL000904
SAS00904,Circuit ID,CIR000904
SAS00904,Technology Type,Copper
SAS00905,Asset ID,SAS00905
SAS00905,Access Line ID,AL000905
SAS00905,Circuit ID,CIR000905
SAS00905,Technology Type,Copper
CSSS00906,Asset ID,SAS00906
CSSS00906,Access Line ID,AL000906
CSSS00906,Circuit ID,CIR000906
CSSS00906,Technology Type,FTTP
SAS00907,Asset ID,SAS00907
SAS00907,Access Line ID,AL000907
SAS00907,Circuit ID,CIR000907
SAS00907,Technology Type,Copper
SAS00908,Asset ID,SAS00908
SAS00908,Access Line ID,AL000908
SAS00908,Circuit ID,CIR000908
SAS00908,Technology Type,FTTP
SAS00909,Asset ID,SAS00909
SAS00909,Access Line ID,AL000909
SAS00909,Circuit ID,CIR000909
SAS00909,Technology Type,FTTC
SAS00910,Asset ID,SAS00910
SAS00910,Access Line ID,AL000910
SAS00910,Circuit ID,CIR000910
SAS00910,Technology Type,FTTC
SAS00911,Asset ID,SAS00911
SAS00911,Access Line ID,AL000911
SAS00911,Circuit ID,CIR000911
SAS00911,Technology Type,FTTC
SAS00912,Asset ID,SAS00912
SAS00912,Access Line ID,AL000912
SAS00912,Circuit ID,CIR000912
SAS00912,Technology Type,FTTC
SAS00913,Asset ID,SAS00913
SAS00913,Access Line ID,AL000913
SAS00913,Circuit ID,CIR000913
SAS00913,Technology Type,FTTP
SAS00914,Asset ID,SAS00914
SAS00914,Access Line ID,AL000914
SAS00914,Circuit ID,CIR000914
SAS00914,Technology Type,FTTP
SAS00915,Asset ID,SAS00915
SAS00915,Access Line ID,AL000915
SAS00915,Circuit ID,CIR000915
SAS00915,Technology Type,Copper
SAS00916,Asset ID,SAS00916
SAS00916,Access Line ID,AL000916
SAS00916,Circuit ID,CIR000916
SAS00916,Technology Type,FTTC
SAS00917,Asset ID,SAS00917
SAS00917,Access Line ID,AL000917
SAS00917,Circuit ID,CIR000917
SAS00917,Technology Type,FTTP
SAS00918,Asset ID,SAS00918
SAS00918,Access Line ID,AL000918
SAS00918,Circuit ID,CIR000918
SAS00918,Technology Type,Copper
CSSS00919,Asset ID,SAS00919
CSSS00919,Access Line ID,AL000919
CSSS00919,Circuit ID,CIR000919
CSSS00919,Technology Type,FTTP
SAS00920,Asset ID,SAS00920
SAS00920,Access Line ID,AL000920
SAS00920,Circuit ID,CIR000920
SAS00920,Technology Type,FTTC
CSSS00921,Asset ID,SAS00921
CSSS00921,Access Line ID,AL000921
CSSS00921,Circuit ID,CIR000921
CSSS00921,Technology Type,Copper
SAS00922,Asset ID,SAS00922
SAS00922,Access Line ID,AL000922
SAS00922,Circuit ID,CIR000922
SAS00922,Technology Type,Copper
SAS00923,Asset ID,SAS00923
SAS00923,Access Line ID,AL000923
SAS00923,Circuit ID,CIR000923
SAS00923,Technology Type,Copper
SAS00924,Asset ID,SAS00924
SAS00924,Access Line ID,AL000924
SAS00924,Circuit ID,CIR000924
SAS00924,Technology Type,FTTC
CSSS00925,Asset ID,SAS00925
CSSS00925,Access Line ID,AL000925
CSSS00925,Circuit ID,CIR000925
CSSS00925,Technology Type,Copper
SAS00926,Asset ID,SAS00926
SAS00926,Access Line ID,AL000926
SAS00926,Circuit ID,CIR000926
SAS00926,Technology Type,Copper
SAS00927,Asset ID,SAS00927
SAS00927,Access Line ID,AL000927
SAS00927,Circuit ID,CIR000927
SAS00927,Technology Type,FTTP
CSSS00928,Asset ID,SAS00928
CSSS00928,Access Line ID,AL000928
CSSS00928,Circuit ID,CIR000928
CSSS00928,Technology Type,FTTP
CSSS00929,Asset ID,SAS00929
CSSS00929,Access Line ID,AL000929
CSSS00929,Circuit ID,CIR000929
CSSS00929,Technology Type,Copper
CSSS00930,Asset ID,SAS00930
CSSS00930,Access Line ID,AL000930
CSSS00930,Circuit ID,CIR000930
CSSS00930,Technology Type,FTTC
CSSS00931,Asset ID,SAS00931
CSSS00931,Access Line ID,AL000931
CSSS00931,Circuit ID,CIR000931
CSSS00931,Technology Type,FTTP
SAS00932,Asset ID,SAS00932
SAS00932,Access Line ID,AL000932
SAS00932,Circuit ID,CIR000932
SAS00932,Technology Type,FTTP
SAS00933,Asset ID,SAS00933
SAS00933,Access Line ID,AL000933
SAS00933,Circuit ID,CIR000933
SAS00933,Technology Type,FTTP
SAS00934,Asset ID,SAS00934
SAS00934,Access Line ID,AL000934
SAS00934,Circuit ID,CIR000934
SAS00934,Technology Type,FTTP
SAS00935,Asset ID,SAS00935
SAS00935,Access Line ID,AL000935
SAS00935,Circuit ID,CIR000935
SAS00935,Technology Type,Copper
SAS00936,Asset ID,SAS00936
SAS00936,Access Line ID,AL000936
SAS00936,Circuit ID,CIR000936
SAS00936,Technology Type,Copper
SAS00937,Asset ID,SAS00937
SAS00937,Access Line ID,AL000937
SAS00937,Circuit ID,CIR000937
SAS00937,Technology Type,FTTC
CSSS00938,Asset ID,SAS00938
CSSS00938,Access Line ID,AL000938
CSSS00938,Circuit ID,CIR000938
CSSS00938,Technology Type,FTTP
SAS00939,Asset ID,SAS00939
SAS00939,Access Line ID,AL000939
SAS00939,Circuit ID,CIR000939
SAS00939,Technology Type,Copper
SAS00940,Asset ID,SAS00940
SAS00940,Access Line ID,AL000940
SAS00940,Circuit ID,CIR000940
SAS00940,Technology Type,Copper
SAS00941,Asset ID,SAS00941
SAS00941,Access Line ID,AL000941
SAS00941,Circuit ID,CIR000941
SAS00941,Technology Type,FTTP
SAS00942,Asset ID,SAS00942
SAS00942,Access Line ID,AL000942
SAS00942,Circuit ID,CIR000942
SAS00942,Technology Type,FTTC
SAS00943,Asset ID,SAS00943
SAS00943,Access Line ID,AL000943
SAS00943,Circuit ID,CIR000943
SAS00943,Technology Type,Copper
CSSS00944,Asset ID,SAS00944
CSSS00944,Access Line ID,AL000944
CSSS00944,Circuit ID,CIR000944
CSSS00944,Technology Type,FTTC
SAS00945,Asset ID,SAS00945
SAS00945,Access Line ID,AL000945
SAS00945,Circuit ID,CIR000945
SAS00945,Technology Type,FTTP
SAS00946,Asset ID,SAS00946
SAS00946,Access Line ID,AL000946
SAS00946,Circuit ID,CIR000946
SAS00946,Technology Type,FTTP
SAS00947,Asset ID,SAS00947
SAS00947,Access Line ID,AL000947
SAS00947,Circuit ID,CIR000947
SAS00947,Technology Type,FTTC
CSSS00948,Asset ID,SAS00948
CSSS00948,Access Line ID,AL000948
CSSS00948,Circuit ID,CIR000948
CSSS00948,Technology Type,FTTC
SAS00949,Asset ID,SAS00949
SAS00949,Access Line ID,AL000949
SAS00949,Circuit ID,CIR000949
SAS00949,Technology Type,FTTC
SAS00950,Asset ID,SAS00950
SAS00950,Access Line ID,AL000950
SAS00950,Circuit ID,CIR000950
SAS00950,Technology Type,Copper
SAS00951,Asset ID,SAS00951
SAS00951,Access Line ID,AL000951
SAS00951,Circuit ID,CIR000951
SAS00951,Technology Type,FTTC
SAS00952,Asset ID,SAS00952
SAS00952,Access Line ID,AL000952
SAS00952,Circuit ID,CIR000952
SAS00952,Technology Type,FTTP
SAS00953,Asset ID,SAS00953
SAS00953,Access Line ID,AL000953
SAS00953,Circuit ID,CIR000953
SAS00953,Technology Type,FTTC
SAS00954,Asset ID,SAS00954
SAS00954,Access Line ID,AL000954
SAS00954,Circuit ID,CIR000954
SAS00954,Technology Type,Copper
SAS00955,Asset ID,SAS00955
SAS00955,Access Line ID,AL000955
SAS00955,Circuit ID,CIR000955
SAS00955,Technology Type,FTTP
CSSS00956,Asset ID,SAS00956
CSSS00956,Access Line ID,AL000956
CSSS00956,Circuit ID,CIR000956
CSSS00956,Technology Type,FTTC
CSSS00957,Asset ID,SAS00957
CSSS00957,Access Line ID,AL000957
CSSS00957,Circuit ID,CIR000957
CSSS00957,Technology Type,Copper
SAS00958,Asset ID,SAS00958
SAS00958,Access Line ID,AL000958
SAS00958,Circuit ID,CIR000958
SAS00958,Technology Type,FTTC
SAS00959,Asset ID,SAS00959
SAS00959,Access Line ID,AL000959
SAS00959,Circuit ID,CIR000959
SAS00959,Technology Type,Copper
SAS00960,Asset ID,SAS00960
SAS00960,Access Line ID,AL000960
SAS00960,Circuit ID,CIR000960
SAS00960,Technology Type,FTTC
SAS00961,Asset ID,SAS00961
SAS00961,Access Line ID,AL000961
SAS00961,Circuit ID,CIR000961
SAS00961,Technology Type,Copper
SAS00962,Asset ID,SAS00962
SAS00962,Access Line ID,AL000962
SAS00962,Circuit ID,CIR000962
SAS00962,Technology Type,FTTP
SAS00963,Asset ID,SAS00963
SAS00963,Access Line ID,AL000963
SAS00963,Circuit ID,CIR000963
SAS00963,Technology Type,FTTP
SAS00964,Asset ID,SAS00964
SAS00964,Access Line ID,AL000964
SAS00964,Circuit ID,CIR000964
SAS00964,Technology Type,FTTP
SAS00965,Asset ID,SAS00965
SAS00965,Access Line ID,AL000965
SAS00965,Circuit ID,CIR000965
SAS00965,Technology Type,Copper
SAS00966,Asset ID,SAS00966
SAS00966,Access Line ID,AL000966
SAS00966,Circuit ID,CIR000966
SAS00966,Technology Type,Copper
