asset_id,attribute_name,attribute_value
SAS00770,Access Line ID,AL000770
SAS00770,Circuit ID,CIR000770
SAS00770,Postcode,MK7 6AA
SAS00770,Technology Type,FTTP
SAS00771,Access Line ID,AL000771
SAS00771,Circuit ID,CIR000771
SAS00771,Postcode,MK2 3AA
SAS00771,Technology Type,Copper
SAS00772,Access Line ID,AL000772
SAS00772,Circuit ID,CIR000772
SAS00772,Postcode,MK18 4AA
SAS00772,Technology Type,FTTP
SAS00773,Access Line ID,AL000773
SAS00773,Circuit ID,CIR000773
SAS00773,Postcode,MK9 3AA
SAS00773,Technology Type,Copper
SAS00774,Access Line ID,AL000774
SAS00774,Circuit ID,CIR000774
SAS00774,Postcode,MK13 6AA
SAS00774,Technology Type,FTTP
SAS00775,Access Line ID,AL000775
SAS00775,Circuit ID,CIR000775
SAS00775,Postcode,MK4 9AA
SAS00775,Technology Type,Copper
SAS00776,Access Line ID,AL000776
SAS00776,Circuit ID,CIR000776
SAS00776,Postcode,MK20 5AA
SAS00776,Technology Type,FTTP
SAS00777,Access Line ID,AL000777
SAS00777,Circuit ID,CIR000777
SAS00777,Postcode,MK9 7AA
SAS00777,Technology Type,FTTP
SAS00778,Access Line ID,AL000778
SAS00778,Circuit ID,CIR000778
SAS00778,Postcode,MK17 6AA
SAS00778,Technology Type,Copper
SAS00779,Access Line ID,AL000779
SAS00779,Circuit ID,CIR000779
SAS00779,Postcode,MK18 1AA
SAS00779,Technology Type,Copper
SAS00780,Access Line ID,AL000780
SAS00780,Circuit ID,CIR000780
SAS00780,Postcode,MK14 2AA
SAS00780,Technology Type,FTTC
SAS00781,Access Line ID,AL000781
SAS00781,Circuit ID,CIR000781
SAS00781,Postcode,MK8 5AA
SAS00781,Technology Type,FTTC
SAS00782,Access Line ID,AL000782
SAS00782,Circuit ID,CIR000782
SAS00782,Postcode,MK2 4AA
SAS00782,Technology Type,FTTC
SAS00783,Access Line ID,AL000783
SAS00783,Circuit ID,CIR000783
SAS00783,Postcode,MK3 3AA
SAS00783,Technology Type,Copper
SAS00784,Access Line ID,AL000784
SAS00784,Circuit ID,CIR000784
SAS00784,Postcode,MK4 3AA
SAS00784,Technology Type,Copper
SAS00785,Access Line ID,AL000785
SAS00785,Circuit ID,CIR000785
SAS00785,Postcode,MK15 5AA
SAS00785,Technology Type,FTTP
SAS00786,Access Line ID,AL000786
SAS00786,Circuit ID,CIR000786
SAS00786,Postcode,MK9 3AA
SAS00786,Technology Type,FTTP
SAS00787,Access Line ID,AL000787
SAS00787,Circuit ID,CIR000787
SAS00787,Postcode,MK13 7AA
SAS00787,Technology Type,FTTC
SAS00788,Access Line ID,AL000788
SAS00788,Circuit ID,CIR000788
SAS00788,Postcode,MK6 8AA
SAS00788,Technology Type,FTTC
SAS00789,Access Line ID,AL000789
SAS00789,Circuit ID,CIR000789
SAS00789,Postcode,MK20 7AA
SAS00789,Technology Type,FTTP
SAS00790,Access Line ID,AL000790
SAS00790,Circuit ID,CIR000790
SAS00790,Postcode,MK18 7AA
SAS00790,Technology Type,Copper
SAS00791,Access Line ID,AL000791
SAS00791,Circuit ID,CIR000791
SAS00791,Postcode,MK9 2AA
SAS00791,Technology Type,Copper
SAS00792,Access Line ID,AL000792
SAS00792,Circuit ID,CIR000792
SAS00792,Postcode,MK15 1AA
SAS00792,Technology Type,FTTC
SAS00793,Access Line ID,AL000793
SAS00793,Circuit ID,CIR000793
SAS00793,Postcode,MK2 7AA
SAS00793,Technology Type,FTTP
SAS00794,Access Line ID,AL000794
SAS00794,Circuit ID,CIR000794
SAS00794,Postcode,MK19 1AA
SAS00794,Technology Type,FTTC
SAS00795,Access Line ID,AL000795
SAS00795,Circuit ID,CIR000795
SAS00795,Postcode,MK16 7AA
SAS00795,Technology Type,Copper
SAS00796,Access Line ID,AL000796
SAS00796,Circuit ID,CIR000796
SAS00796,Postcode,MK18 4AA
SAS00796,Technology Type,Copper
SAS00797,Access Line ID,AL000797
SAS00797,Circuit ID,CIR000797
SAS00797,Postcode,MK4 9AA
SAS00797,Technology Type,FTTP
SAS00798,Access Line ID,AL000798
SAS00798,Circuit ID,CIR000798
SAS00798,Postcode,MK13 1AA
SAS00798,Technology Type,FTTP
SAS00799,Access Line ID,AL000799
SAS00799,Circuit ID,CIR000799
SAS00799,Postcode,MK11 2AA
SAS00799,Technology Type,Copper
SAS00800,Access Line ID,AL000800
SAS00800,Circuit ID,CIR000800
SAS00800,Postcode,MK7 3AA
SAS00800,Technology Type,FTTP
SAS00801,Access Line ID,AL000801
SAS00801,Circuit ID,CIR000801
SAS00801,Postcode,MK10 7AA
SAS00801,Technology Type,FTTC
SAS00802,Access Line ID,AL000802
SAS00802,Circuit ID,CIR000802
SAS00802,Postcode,MK16 2AA
SAS00802,Technology Type,FTTC
SAS00803,Access Line ID,AL000803
SAS00803,Circuit ID,CIR000803
SAS00803,Postcode,MK5 1AA
SAS00803,Technology Type,Copper
SAS00804,Access Line ID,AL000804
SAS00804,Circuit ID,CIR000804
SAS00804,Postcode,MK16 7AA
SAS00804,Technology Type,FTTC
SAS00805,Access Line ID,AL000805
SAS00805,Circuit ID,CIR000805
SAS00805,Postcode,MK18 8AA
SAS00805,Technology Type,Copper
SAS00806,Access Line ID,AL000806
SAS00806,Circuit ID,CIR000806
SAS00806,Postcode,MK11 1AA
SAS00806,Technology Type,FTTC
SAS00807,Access Line ID,AL000807
SAS00807,Circuit ID,CIR000807
SAS00807,Postcode,MK15 9AA
SAS00807,Technology Type,FTTC
SAS00808,Access Line ID,AL000808
SAS00808,Circuit ID,CIR000808
SAS00808,Postcode,MK2 3AA
SAS00808,Technology Type,Copper
SAS00809,Access Line ID,AL000809
SAS00809,Circuit ID,CIR000809
SAS00809,Postcode,MK8 3AA
SAS00809,Technology Type,Copper
SAS00810,Access Line ID,AL000810
SAS00810,Circuit ID,CIR000810
SAS00810,Postcode,MK4 8AA
SAS00810,Technology Type,FTTC
SAS00811,Access Line ID,AL000811
SAS00811,Circuit ID,CIR000811
SAS00811,Postcode,MK4 2AA
SAS00811,Technology Type,FTTC
SAS00812,Access Line ID,AL000812
SAS00812,Circuit ID,CIR000812
SAS00812,Postcode,MK3 4AA
SAS00812,Technology Type,Copper
SAS00813,Access Line ID,AL000813
SAS00813,Circuit ID,CIR000813
SAS00813,Postcode,MK11 2AA
SAS00813,Technology Type,FTTP
SAS00814,Access Line ID,AL000814
SAS00814,Circuit ID,CIR000814
SAS00814,Postcode,MK11 4AA
SAS00814,Technology Type,Copper
SAS00815,Access Line ID,AL000815
SAS00815,Circuit ID,CIR000815
SAS00815,Postcode,MK3 2AA
SAS00815,Technology Type,FTTC
SAS00816,Access Line ID,AL000816
SAS00816,Circuit ID,CIR000816
SAS00816,Postcode,MK12 9AA
SAS00816,Technology Type,FTTC
SAS00817,Access Line ID,AL000817
SAS00817,Circuit ID,CIR000817
SAS00817,Postcode,MK5 2AA
SAS00817,Technology Type,FTTP
SAS00818,Access Line ID,AL000818
SAS00818,Circuit ID,CIR000818
SAS00818,Postcode,MK1 8AA
SAS00818,Technology Type,Copper
SAS00819,Access Line ID,AL000819
SAS00819,Circuit ID,CIR000819
SAS00819,Postcode,MK19 5AA
SAS00819,Technology Type,FTTC
SAS00820,Access Line ID,AL000820
SAS00820,Circuit ID,CIR000820
SAS00820,Postcode,MK5 4AA
SAS00820,Technology Type,Copper
SAS00821,Access Line ID,AL000821
SAS00821,Circuit ID,CIR000821
SAS00821,Postcode,MK14 4AA
SAS00821,Technology Type,Copper
SAS00822,Access Line ID,AL000822
SAS00822,Circuit ID,CIR000822
SAS00822,Postcode,MK20 3AA
SAS00822,Technology Type,FTTC
SAS00823,Access Line ID,AL000823
SAS00823,Circuit ID,CIR000823
SAS00823,Postcode,MK10 6AA
SAS00823,Technology Type,FTTP
SAS00824,Access Line ID,AL000824
SAS00824,Circuit ID,CIR000824
SAS00824,Postcode,MK4 9AA
SAS00824,Technology Type,FTTC
SAS00825,Access Line ID,AL000825
SAS00825,Circuit ID,CIR000825
SAS00825,Postcode,MK8 8AA
SAS00825,Technology Type,Copper
SAS00826,Access Line ID,AL000826
SAS00826,Circuit ID,CIR000826
SAS00826,Postcode,MK2 4AA
SAS00826,Technology Type,Copper
SAS00827,Access Line ID,AL000827
SAS00827,Circuit ID,CIR000827
SAS00827,Postcode,MK16 3AA
SAS00827,Technology Type,FTTC
SAS00828,Access Line ID,AL000828
SAS00828,Circuit ID,CIR000828
SAS00828,Postcode,MK12 5AA
SAS00828,Technology Type,Copper
SAS00829,Access Line ID,AL000829
SAS00829,Circuit ID,CIR000829
SAS00829,Postcode,MK2 2AA
SAS00829,Technology Type,FTTP
SAS00830,Access Line ID,AL000830
SAS00830,Circuit ID,CIR000830
SAS00830,Postcode,MK6 1AA
SAS00830,Technology Type,FTTC
SAS00831,Access Line ID,AL000831
SAS00831,Circuit ID,CIR000831
SAS00831,Postcode,MK15 6AA
SAS00831,Technology Type,Copper
SAS00832,Access Line ID,AL000832
SAS00832,Circuit ID,CIR000832
SAS00832,Postcode,MK8 2AA
SAS00832,Technology Type,FTTC
SAS00833,Access Line ID,AL000833
SAS00833,Circuit ID,CIR000833
SAS00833,Postcode,MK7 7AA
SAS00833,Technology Type,FTTC
SAS00834,Access Line ID,AL000834
SAS00834,Circuit ID,CIR000834
SAS00834,Postcode,MK2 7AA
SAS00834,Technology Type,FTTC
SAS00835,Access Line ID,AL000835
SAS00835,Circuit ID,CIR000835
SAS00835,Postcode,MK6 7AA
SAS00835,Technology Type,FTTC
SAS00836,Access Line ID,AL000836
SAS00836,Circuit ID,CIR000836
SAS00836,Postcode,MK12 5AA
SAS00836,Technology Type,FTTC
SAS00837,Access Line ID,AL000837
SAS00837,Circuit ID,CIR000837
SAS00837,Postcode,MK9 3AA
SAS00837,Technology Type,FTTP
SAS00838,Access Line ID,AL000838
SAS00838,Circuit ID,CIR000838
SAS00838,Postcode,MK11 4AA
SAS00838,Technology Type,FTTP
SAS00839,Access Line ID,AL000839
SAS00839,Circuit ID,CIR000839
SAS00839,Postcode,MK19 9AA
SAS00839,Technology Type,FTTP
SAS00840,Access Line ID,AL000840
SAS00840,Circuit ID,CIR000840
SAS00840,Postcode,MK16 4AA
SAS00840,Technology Type,FTTC
SAS00841,Access Line ID,AL000841
SAS00841,Circuit ID,CIR000841
SAS00841,Postcode,MK1 7AA
SAS00841,Technology Type,FTTP
SAS00842,Access Line ID,AL000842
SAS00842,Circuit ID,CIR000842
SAS00842,Postcode,MK19 4AA
SAS00842,Technology Type,FTTC
SAS00843,Access Line ID,AL000843
SAS00843,Circuit ID,CIR000843
SAS00843,Postcode,MK14 1AA
SAS00843,Technology Type,Copper
SAS00844,Access Line ID,AL000844
SAS00844,Circuit ID,CIR000844
SAS00844,Postcode,MK2 7AA
SAS00844,Technology Type,FTTP
SAS00845,Access Line ID,AL000845
SAS00845,Circuit ID,CIR000845
SAS00845,Postcode,MK15 8AA
SAS00845,Technology Type,FTTP
SAS00846,Access Line ID,AL000846
SAS00846,Circuit ID,CIR000846
SAS00846,Postcode,MK14 4AA
SAS00846,Technology Type,FTTC
SAS00847,Access Line ID,AL000847
SAS00847,Circuit ID,CIR000847
SAS00847,Postcode,MK1 8AA
SAS00847,Technology Type,FTTP
SAS00848,Access Line ID,AL000848
SAS00848,Circuit ID,CIR000848
SAS00848,Postcode,MK19 1AA
SAS00848,Technology Type,FTTP
SAS00849,Access Line ID,AL000849
SAS00849,Circuit ID,CIR000849
SAS00849,Postcode,MK13 3AA
SAS00849,Technology Type,FTTP
SAS00850,Access Line ID,AL000850
SAS00850,Circuit ID,CIR000850
SAS00850,Postcode,MK3 7AA
SAS00850,Technology Type,FTTP
SAS00851,Access Line ID,AL000851
SAS00851,Circuit ID,CIR000851
SAS00851,Postcode,MK10 7AA
SAS00851,Technology Type,Copper
SAS00852,Access Line ID,AL000852
SAS00852,Circuit ID,CIR000852
SAS00852,Postcode,MK3 6AA
SAS00852,Technology Type,FTTP
SAS00853,Access Line ID,AL000853
SAS00853,Circuit ID,CIR000853
SAS00853,Postcode,MK2 2AA
SAS00853,Technology Type,FTTC
SAS00854,Access Line ID,AL000854
SAS00854,Circuit ID,CIR000854
SAS00854,Postcode,MK12 6AA
SAS00854,Technology Type,FTTP
SAS00855,Access Line ID,AL000855
SAS00855,Circuit ID,CIR000855
SAS00855,Postcode,MK18 4AA
SAS00855,Technology Type,Copper
SAS00856,Access Line ID,AL000856
SAS00856,Circuit ID,CIR000856
SAS00856,Postcode,MK16 4AA
SAS00856,Technology Type,FTTP
SAS00857,Access Line ID,AL000857
SAS00857,Circuit ID,CIR000857
SAS00857,Postcode,MK12 5AA
SAS00857,Technology Type,Copper
SAS00858,Access Line ID,AL000858
SAS00858,Circuit ID,CIR000858
SAS00858,Postcode,MK3 6AA
SAS00858,Technology Type,Copper
SAS00859,Access Line ID,AL000859
SAS00859,Circuit ID,CIR000859
SAS00859,Postcode,MK4 8AA
SAS00859,Technology Type,FTTP
SAS00860,Access Line ID,AL000860
SAS00860,Circuit ID,CIR000860
SAS00860,Postcode,MK10 8AA
SAS00860,Technology Type,Copper
SAS00861,Access Line ID,AL000861
SAS00861,Circuit ID,CIR000861
SAS00861,Postcode,MK7 8AA
SAS00861,Technology Type,FTTP
SAS00862,Access Line ID,AL000862
SAS00862,Circuit ID,CIR000862
SAS00862,Postcode,MK10 2AA
SAS00862,Technology Type,FTTC
SAS00863,Access Line ID,AL000863
SAS00863,Circuit ID,CIR000863
SAS00863,Postcode,MK16 3AA
SAS00863,Technology Type,FTTC
SAS00864,Access Line ID,AL000864
SAS00864,Circuit ID,CIR000864
SAS00864,Postcode,MK10 7AA
SAS00864,Technology Type,FTTC
SAS00865,Access Line ID,AL000865
SAS00865,Circuit ID,CIR000865
SAS00865,Postcode,MK16 6AA
SAS00865,Technology Type,Copper
SAS00866,Access Line ID,AL000866
SAS00866,Circuit ID,CIR000866
SAS00866,Postcode,MK10 4AA
SAS00866,Technology Type,FTTP
SAS00867,Access Line ID,AL000867
SAS00867,Circuit ID,CIR000867
SAS00867,Postcode,MK17 6AA
SAS00867,Technology Type,FTTC
SAS00868,Access Line ID,AL000868
SAS00868,Circuit ID,CIR000868
SAS00868,Postcode,MK16 9AA
SAS00868,Technology Type,Copper
SAS00869,Access Line ID,AL000869
SAS00869,Circuit ID,CIR000869
SAS00869,Postcode,MK19 3AA
SAS00869,Technology Type,Copper
SAS00870,Access Line ID,AL000870
SAS00870,Circuit ID,CIR000870
SAS00870,Postcode,MK8 8AA
SAS00870,Technology Type,FTTP
SAS00871,Access Line ID,AL000871
SAS00871,Circuit ID,CIR000871
SAS00871,Postcode,MK5 6AA
SAS00871,Technology Type,FTTP
SAS00872,Access Line ID,AL000872
SAS00872,Circuit ID,CIR000872
SAS00872,Postcode,MK18 5AA
SAS00872,Technology Type,FTTP
SAS00873,Access Line ID,AL000873
SAS00873,Circuit ID,CIR000873
SAS00873,Postcode,MK6 4AA
SAS00873,Technology Type,FTTC
SAS00874,Access Line ID,AL000874
SAS00874,Circuit ID,CIR000874
SAS00874,Postcode,MK15 5AA
SAS00874,Technology Type,FTTC
SAS00875,Access Line ID,AL000875
SAS00875,Circuit ID,CIR000875
SAS00875,Postcode,MK11 6AA
SAS00875,Technology Type,FTTC
SAS00876,Access Line ID,AL000876
SAS00876,Circuit ID,CIR000876
SAS00876,Postcode,MK18 5AA
SAS00876,Technology Type,FTTP
SAS00877,Access Line ID,AL000877
SAS00877,Circuit ID,CIR000877
SAS00877,Postcode,MK5 8AA
SAS00877,Technology Type,FTTC
SAS00878,Access Line ID,AL000878
SAS00878,Circuit ID,CIR000878
SAS00878,Postcode,MK11 5AA
SAS00878,Technology Type,FTTP
SAS00879,Access Line ID,AL000879
SAS00879,Circuit ID,CIR000879
SAS00879,Postcode,MK19 8AA
SAS00879,Technology Type,FTTP
SAS00880,Access Line ID,AL000880
SAS00880,Circuit ID,CIR000880
SAS00880,Postcode,MK2 3AA
SAS00880,Technology Type,Copper
SAS00881,Access Line ID,AL000881
SAS00881,Circuit ID,CIR000881
SAS00881,Postcode,MK13 4AA
SAS00881,Technology Type,Copper
SAS00882,Access Line ID,AL000882
SAS00882,Circuit ID,CIR000882
SAS00882,Postcode,MK20 4AA
SAS00882,Technology Type,FTTP
SAS00883,Access Line ID,AL000883
SAS00883,Circuit ID,CIR000883
SAS00883,Postcode,MK7 1AA
SAS00883,Technology Type,Copper
SAS00884,Access Line ID,AL000884
SAS00884,Circuit ID,CIR000884
SAS00884,Postcode,MK17 7AA
SAS00884,Technology Type,Copper
SAS00885,Access Line ID,AL000885
SAS00885,Circuit ID,CIR000885
SAS00885,Postcode,MK2 6AA
SAS00885,Technology Type,FTTP
SAS00886,Access Line ID,AL000886
SAS00886,Circuit ID,CIR000886
SAS00886,Postcode,MK12 7AA
SAS00886,Technology Type,FTTC
SAS00887,Access Line ID,AL000887
SAS00887,Circuit ID,CIR000887
SAS00887,Postcode,MK10 8AA
SAS00887,Technology Type,FTTC
SAS00888,Access Line ID,AL000888
SAS00888,Circuit ID,CIR000888
SAS00888,Postcode,MK14 8AA
SAS00888,Technology Type,Copper
SAS00889,Access Line ID,AL000889
SAS00889,Circuit ID,CIR000889
SAS00889,Postcode,MK14 3AA
SAS00889,Technology Type,FTTC
SAS00890,Access Line ID,AL000890
SAS00890,Circuit ID,CIR000890
SAS00890,Postcode,MK7 5AA
SAS00890,Technology Type,Copper
SAS00891,Access Line ID,AL000891
SAS00891,Circuit ID,CIR000891
SAS00891,Postcode,MK19 7AA
SAS00891,Technology Type,Copper
SAS00892,Access Line ID,AL000892
SAS00892,Circuit ID,CIR000892
SAS00892,Postcode,MK14 3AA
SAS00892,Technology Type,FTTC
SAS00893,Access Line ID,AL000893
SAS00893,Circuit ID,CIR000893
SAS00893,Postcode,MK7 3AA
SAS00893,Technology Type,FTTP
SAS00894,Access Line ID,AL000894
SAS00894,Circuit ID,CIR000894
SAS00894,Postcode,MK2 5AA
SAS00894,Technology Type,FTTP
SAS00895,Access Line ID,AL000895
SAS00895,Circuit ID,CIR000895
SAS00895,Postcode,MK8 1AA
SAS00895,Technology Type,Copper
SAS00896,Access Line ID,AL000896
SAS00896,Circuit ID,CIR000896
SAS00896,Postcode,MK16 2AA
SAS00896,Technology Type,FTTC
SAS00897,Access Line ID,AL000897
SAS00897,Circuit ID,CIR000897
SAS00897,Postcode,MK6 8AA
SAS00897,Technology Type,Copper
SAS00898,Access Line ID,AL000898
SAS00898,Circuit ID,CIR000898
SAS00898,Postcode,MK4 5AA
SAS00898,Technology Type,Copper
SAS00899,Access Line ID,AL000899
SAS00899,Circuit ID,CIR000899
SAS00899,Postcode,MK19 8AA
SAS00899,Technology Type,FTTC
SAS00900,Access Line ID,AL000900
SAS00900,Circuit ID,CIR000900
SAS00900,Postcode,MK4 6AA
SAS00900,Technology Type,FTTP
SAS00901,Access Line ID,AL000901
SAS00901,Circuit ID,CIR000901
SAS00901,Postcode,MK6 1AA
SAS00901,Technology Type,Copper
SAS00902,Access Line ID,AL000902
SAS00902,Circuit ID,CIR000902
SAS00902,Postcode,MK12 3AA
SAS00902,Technology Type,FTTP
SAS00903,Access Line ID,AL000903
SAS00903,Circuit ID,CIR000903
SAS00903,Postcode,MK2 5AA
SAS00903,Technology Type,FTTP
SAS00904,Access Line ID,AL000904
SAS00904,Circuit ID,CIR000904
SAS00904,Postcode,MK17 4AA
SAS00904,Technology Type,Copper
SAS00905,Access Line ID,AL000905
SAS00905,Circuit ID,CIR000905
SAS00905,Postcode,MK20 3AA
SAS00905,Technology Type,Copper
SAS00906,Access Line ID,AL000906
SAS00906,Circuit ID,CIR000906
SAS00906,Postcode,MK9 6AA
SAS00906,Technology Type,FTTP
SAS00907,Access Line ID,AL000907
SAS00907,Circuit ID,CIR000907
SAS00907,Postcode,MK1 3AA
SAS00907,Technology Type,Copper
SAS00908,Access Line ID,AL000908
SAS00908,Circuit ID,CIR000908
SAS00908,Postcode,MK14 6AA
SAS00908,Technology Type,FTTP
SAS00909,Access Line ID,AL000909
SAS00909,Circuit ID,CIR000909
SAS00909,Postcode,MK17 4AA
SAS00909,Technology Type,FTTC
SAS00910,Access Line ID,AL000910
SAS00910,Circuit ID,CIR000910
SAS00910,Postcode,MK18 9AA
SAS00910,Technology Type,FTTC
SAS00911,Access Line ID,AL000911
SAS00911,Circuit ID,CIR000911
SAS00911,Postcode,MK4 3AA
SAS00911,Technology Type,FTTC
SAS00912,Access Line ID,AL000912
SAS00912,Circuit ID,CIR000912
SAS00912,Postcode,MK12 3AA
SAS00912,Technology Type,FTTC
SAS00913,Access Line ID,AL000913
SAS00913,Circuit ID,CIR000913
SAS00913,Postcode,MK11 3AA
SAS00913,Technology Type,FTTP
SAS00914,Access Line ID,AL000914
SAS00914,Circuit ID,CIR000914
SAS00914,Postcode,MK8 3AA
SAS00914,Technology Type,FTTP
SAS00915,Access Line ID,AL000915
SAS00915,Circuit ID,CIR000915
SAS00915,Postcode,MK10 3AA
SAS00915,Technology Type,Copper
SAS00916,Access Line ID,AL000916
SAS00916,Circuit ID,CIR000916
SAS00916,Postcode,MK4 2AA
SAS00916,Technology Type,FTTC
SAS00917,Access Line ID,AL000917
SAS00917,Circuit ID,CIR000917
SAS00917,Postcode,MK7 2AA
SAS00917,Technology Type,FTTP
SAS00918,Access Line ID,AL000918
SAS00918,Circuit ID,CIR000918
SAS00918,Postcode,MK16 2AA
SAS00918,Technology Type,Copper
SAS00919,Access Line ID,AL000919
SAS00919,Circuit ID,CIR000919
SAS00919,Postcode,MK1 2AA
SAS00919,Technology Type,FTTP
SAS00920,Access Line ID,AL000920
SAS00920,Circuit ID,CIR000920
SAS00920,Postcode,MK19 4AA
SAS00920,Technology Type,FTTC
SAS00921,Access Line ID,AL000921
SAS00921,Circuit ID,CIR000921
SAS00921,Postcode,MK5 5AA
SAS00921,Technology Type,Copper
SAS00922,Access Line ID,AL000922
SAS00922,Circuit ID,CIR000922
SAS00922,Postcode,MK17 4AA
SAS00922,Technology Type,Copper
SAS00923,Access Line ID,AL000923
SAS00923,Circuit ID,CIR000923
SAS00923,Postcode,MK17 4AA
SAS00923,Technology Type,Copper
SAS00924,Access Line ID,AL000924
SAS00924,Circuit ID,CIR000924
SAS00924,Postcode,MK18 1AA
SAS00924,Technology Type,FTTC
SAS00925,Access Line ID,AL000925
SAS00925,Circuit ID,CIR000925
SAS00925,Postcode,MK17 8AA
SAS00925,Technology Type,Copper
SAS00926,Access Line ID,AL000926
SAS00926,Circuit ID,CIR000926
SAS00926,Postcode,MK4 3AA
SAS00926,Technology Type,Copper
SAS00927,Access Line ID,AL000927
SAS00927,Circuit ID,CIR000927
SAS00927,Postcode,MK7 9AA
SAS00927,Technology Type,FTTP
SAS00928,Access Line ID,AL000928
SAS00928,Circuit ID,CIR000928
SAS00928,Postcode,MK4 8AA
SAS00928,Technology Type,FTTP
SAS00929,Access Line ID,AL000929
SAS00929,Circuit ID,CIR000929
SAS00929,Postcode,MK10 9AA
SAS00929,Technology Type,Copper
SAS00930,Access Line ID,AL000930
SAS00930,Circuit ID,CIR000930
SAS00930,Postcode,MK4 7AA
SAS00930,Technology Type,FTTC
SAS00931,Access Line ID,AL000931
SAS00931,Circuit ID,CIR000931
SAS00931,Postcode,MK15 4AA
SAS00931,Technology Type,FTTP
SAS00932,Access Line ID,AL000932
SAS00932,Circuit ID,CIR000932
SAS00932,Postcode,MK7 2AA
SAS00932,Technology Type,FTTP
SAS00933,Access Line ID,AL000933
SAS00933,Circuit ID,CIR000933
SAS00933,Postcode,MK6 1AA
SAS00933,Technology Type,FTTP
SAS00934,Access Line ID,AL000934
SAS00934,Circuit ID,CIR000934
SAS00934,Postcode,MK15 9AA
SAS00934,Technology Type,FTTP
SAS00935,Access Line ID,AL000935
SAS00935,Circuit ID,CIR000935
SAS00935,Postcode,MK13 7AA
SAS00935,Technology Type,Copper
SAS00936,Access Line ID,AL000936
SAS00936,Circuit ID,CIR000936
SAS00936,Postcode,MK3 6AA
SAS00936,Technology Type,Copper
SAS00937,Access Line ID,AL000937
SAS00937,Circuit ID,CIR000937
SAS00937,Postcode,MK4 4AA
SAS00937,Technology Type,FTTC
SAS00938,Access Line ID,AL000938
SAS00938,Circuit ID,CIR000938
SAS00938,Postcode,MK19 5AA
SAS00938,Technology Type,FTTP
SAS00939,Access Line ID,AL000939
SAS00939,Circuit ID,CIR000939
SAS00939,Postcode,MK16 7AA
SAS00939,Technology Type,Copper
SAS00940,Access Line ID,AL000940
SAS00940,Circuit ID,CIR000940
SAS00940,Postcode,MK4 2AA
SAS00940,Technology Type,Copper
SAS00941,Access Line ID,AL000941
SAS00941,Circuit ID,CIR000941
SAS00941,Postcode,MK1 2AA
SAS00941,Technology Type,FTTP
SAS00942,Access Line ID,AL000942
SAS00942,Circuit ID,CIR000942
SAS00942,Postcode,MK1 3AA
SAS00942,Technology Type,FTTC
SAS00943,Access Line ID,AL000943
SAS00943,Circuit ID,CIR000943
SAS00943,Postcode,MK10 2AA
SAS00943,Technology Type,Copper
SAS00944,Access Line ID,AL000944
SAS00944,Circuit ID,CIR000944
SAS00944,Postcode,MK16 8AA
SAS00944,Technology Type,FTTC
SAS00945,Access Line ID,AL000945
SAS00945,Circuit ID,CIR000945
SAS00945,Postcode,MK17 5AA
SAS00945,Technology Type,FTTP
SAS00946,Access Line ID,AL000946
SAS00946,Circuit ID,CIR000946
SAS00946,Postcode,MK2 7AA
SAS00946,Technology Type,FTTP
SAS00947,Access Line ID,AL000947
SAS00947,Circuit ID,CIR000947
SAS00947,Postcode,MK13 8AA
SAS00947,Technology Type,FTTC
SAS00948,Access Line ID,AL000948
SAS00948,Circuit ID,CIR000948
SAS00948,Postcode,MK6 8AA
SAS00948,Technology Type,FTTC
SAS00949,Access Line ID,AL000949
SAS00949,Circuit ID,CIR000949
SAS00949,Postcode,MK16 2AA
SAS00949,Technology Type,FTTC
SAS00950,Access Line ID,AL000950
SAS00950,Circuit ID,CIR000950
SAS00950,Postcode,MK16 9AA
SAS00950,Technology Type,Copper
SAS00951,Access Line ID,AL000951
SAS00951,Circuit ID,CIR000951
SAS00951,Postcode,MK9 8AA
SAS00951,Technology Type,FTTC
SAS00952,Access Line ID,AL000952
SAS00952,Circuit ID,CIR000952
SAS00952,Postcode,MK10 6AA
SAS00952,Technology Type,FTTP
SAS00953,Access Line ID,AL000953
SAS00953,Circuit ID,CIR000953
SAS00953,Postcode,MK12 6AA
SAS00953,Technology Type,FTTC
SAS00954,Access Line ID,AL000954
SAS00954,Circuit ID,CIR000954
SAS00954,Postcode,MK13 2AA
SAS00954,Technology Type,Copper
SAS00955,Access Line ID,AL000955
SAS00955,Circuit ID,CIR000955
SAS00955,Postcode,MK12 1AA
SAS00955,Technology Type,FTTP
SAS00956,Access Line ID,AL000956
SAS00956,Circuit ID,CIR000956
SAS00956,Postcode,MK19 2AA
SAS00956,Technology Type,FTTC
SAS00957,Access Line ID,AL000957
SAS00957,Circuit ID,CIR000957
SAS00957,Postcode,MK4 6AA
SAS00957,Technology Type,Copper
SAS00958,Access Line ID,AL000958
SAS00958,Circuit ID,CIR000958
SAS00958,Postcode,MK15 7AA
SAS00958,Technology Type,FTTC
SAS00959,Access Line ID,AL000959
SAS00959,Circuit ID,CIR000959
SAS00959,Postcode,MK1 8AA
SAS00959,Technology Type,Copper
SAS00960,Access Line ID,AL000960
SAS00960,Circuit ID,CIR000960
SAS00960,Postcode,MK19 7AA
SAS00960,Technology Type,FTTC
SAS00961,Access Line ID,AL000961
SAS00961,Circuit ID,CIR000961
SAS00961,Postcode,MK4 4AA
SAS00961,Technology Type,Copper
SAS00962,Access Line ID,AL000962
